Reading timing models for corner max_tt_025C_1v80…
Reading timing library for the 'max_tt_025C_1v80' corner at '/foss/pdks/ciel/sky130/versions/7b70722e33c03fcb5dabcf4d479fb0822d9251c9/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__tt_025C_1v80.lib'…
Reading timing models for corner min_ss_100C_1v60…
Reading timing library for the 'min_ss_100C_1v60' corner at '/foss/pdks/ciel/sky130/versions/7b70722e33c03fcb5dabcf4d479fb0822d9251c9/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ss_100C_1v60.lib'…
Reading timing models for corner nom_tt_025C_1v80…
Reading timing library for the 'nom_tt_025C_1v80' corner at '/foss/pdks/ciel/sky130/versions/7b70722e33c03fcb5dabcf4d479fb0822d9251c9/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__tt_025C_1v80.lib'…
[WARNING STA-1140] /foss/pdks/ciel/sky130/versions/7b70722e33c03fcb5dabcf4d479fb0822d9251c9/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__tt_025C_1v80.lib line 1, library sky130_fd_sc_hd__tt_025C_1v80 already exists.
Reading timing models for corner max_ff_n40C_1v95…
Reading timing library for the 'max_ff_n40C_1v95' corner at '/foss/pdks/ciel/sky130/versions/7b70722e33c03fcb5dabcf4d479fb0822d9251c9/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ff_n40C_1v95.lib'…
Reading timing models for corner nom_ff_n40C_1v95…
Reading timing library for the 'nom_ff_n40C_1v95' corner at '/foss/pdks/ciel/sky130/versions/7b70722e33c03fcb5dabcf4d479fb0822d9251c9/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ff_n40C_1v95.lib'…
[WARNING STA-1140] /foss/pdks/ciel/sky130/versions/7b70722e33c03fcb5dabcf4d479fb0822d9251c9/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ff_n40C_1v95.lib line 1, library sky130_fd_sc_hd__ff_n40C_1v95 already exists.
Reading timing models for corner max_ss_100C_1v60…
Reading timing library for the 'max_ss_100C_1v60' corner at '/foss/pdks/ciel/sky130/versions/7b70722e33c03fcb5dabcf4d479fb0822d9251c9/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ss_100C_1v60.lib'…
[WARNING STA-1140] /foss/pdks/ciel/sky130/versions/7b70722e33c03fcb5dabcf4d479fb0822d9251c9/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ss_100C_1v60.lib line 1, library sky130_fd_sc_hd__ss_100C_1v60 already exists.
Reading timing models for corner min_tt_025C_1v80…
Reading timing library for the 'min_tt_025C_1v80' corner at '/foss/pdks/ciel/sky130/versions/7b70722e33c03fcb5dabcf4d479fb0822d9251c9/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__tt_025C_1v80.lib'…
[WARNING STA-1140] /foss/pdks/ciel/sky130/versions/7b70722e33c03fcb5dabcf4d479fb0822d9251c9/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__tt_025C_1v80.lib line 1, library sky130_fd_sc_hd__tt_025C_1v80 already exists.
Reading timing models for corner nom_ss_100C_1v60…
Reading timing library for the 'nom_ss_100C_1v60' corner at '/foss/pdks/ciel/sky130/versions/7b70722e33c03fcb5dabcf4d479fb0822d9251c9/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ss_100C_1v60.lib'…
[WARNING STA-1140] /foss/pdks/ciel/sky130/versions/7b70722e33c03fcb5dabcf4d479fb0822d9251c9/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ss_100C_1v60.lib line 1, library sky130_fd_sc_hd__ss_100C_1v60 already exists.
Reading timing models for corner min_ff_n40C_1v95…
Reading timing library for the 'min_ff_n40C_1v95' corner at '/foss/pdks/ciel/sky130/versions/7b70722e33c03fcb5dabcf4d479fb0822d9251c9/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ff_n40C_1v95.lib'…
[WARNING STA-1140] /foss/pdks/ciel/sky130/versions/7b70722e33c03fcb5dabcf4d479fb0822d9251c9/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ff_n40C_1v95.lib line 1, library sky130_fd_sc_hd__ff_n40C_1v95 already exists.
Reading OpenROAD database at '/foss/designs/alu32_openlane/runs/RUN_2026-05-28_05-26-24/34-openroad-detailedplacement/alu32.odb'…
Reading design constraints file at '/usr/local/lib/python3.12/dist-packages/librelane/scripts/base.sdc'…
[WARNING STA-0366] port '__VIRTUAL_CLK__' not found.
[INFO] Using clock __VIRTUAL_CLK__…
[INFO] Setting output delay to: 2.0
[INFO] Setting input delay to: 2.0
[WARNING STA-0366] port '__VIRTUAL_CLK__' not found.
[INFO] Setting load to: 0.033442
[INFO] Setting clock uncertainty to: 0.25
[INFO] Setting clock transition to: 0.1499999999999999944488848768742172978818416595458984375
[WARNING STA-0419] transition time can not be specified for virtual clocks.
[INFO] Setting timing derate to: 5%
[WARNING STA-0450] virtual clock __VIRTUAL_CLK__ can not be propagated.
[WARNING STA-0450] virtual clock __VIRTUAL_CLK__ can not be propagated.
+ repair_timing -verbose -setup -setup_margin 0.05000000000000000277555756156289135105907917022705078125 -max_buffer_percent 50
[INFO RSZ-0100] Repair move sequence: UnbufferMove SizeUpMove SwapPinsMove BufferMove CloneMove SplitLoadMove 
[INFO RSZ-0094] Found 35 endpoints with setup violations.
[INFO RSZ-0099] Repairing 35 out of 35 (100.00%) violating endpoints...
   Iter   | Removed | Resized | Inserted | Cloned |  Pin  |   Area   |    WNS   |   TNS      |  Viol  | Worst
     1520 |      15 |    1327 |       77 |      0 |    62 |    +3.0% |  -10.323 |     -238.6 |     35 | zero
     1530 |      15 |    1335 |       78 |      0 |    63 |    +3.0% |  -10.323 |     -238.4 |     35 | zero
     1540 |      15 |    1342 |       80 |      0 |    64 |    +3.1% |  -10.323 |     -238.3 |     35 | zero
     1550 |      15 |    1349 |       83 |      0 |    65 |    +3.1% |  -10.323 |     -238.3 |     35 | zero
     1560 |      15 |    1358 |       84 |      0 |    65 |    +3.2% |  -10.323 |     -237.6 |     35 | zero
     1570 |      15 |    1367 |       84 |      0 |    66 |    +3.3% |  -10.323 |     -237.0 |     35 | zero
     1580 |      15 |    1372 |       86 |      0 |    69 |    +3.3% |  -10.323 |     -236.9 |     35 | zero
     1590 |      15 |    1379 |       87 |      0 |    71 |    +3.3% |  -10.323 |     -236.8 |     35 | zero
     1600 |      15 |    1387 |       89 |      0 |    71 |    +3.4% |  -10.323 |     -236.3 |     35 | zero
     1610 |      15 |    1393 |       93 |      0 |    72 |    +3.5% |  -10.323 |     -236.6 |     35 | zero
     1620 |      15 |    1400 |       94 |      0 |    74 |    +3.6% |  -10.323 |     -236.5 |     35 | zero
     1630 |      15 |    1408 |       96 |      0 |    74 |    +3.6% |  -10.323 |     -236.3 |     35 | zero
     1640 |      15 |    1416 |       97 |      0 |    75 |    +3.7% |  -10.323 |     -236.2 |     35 | zero
     1650 |      15 |    1426 |       97 |      0 |    75 |    +3.8% |  -10.323 |     -236.1 |     35 | zero
     1655 |      15 |    1390 |       90 |      0 |    72 |    +3.5% |  -10.323 |     -236.3 |     35 | zero
     1660 |      15 |    1394 |       90 |      0 |    72 |    +3.5% |  -10.323 |     -235.8 |     35 | zero
     1670 |      15 |    1402 |       91 |      0 |    73 |    +3.5% |  -10.323 |     -235.5 |     35 | zero
     1680 |      15 |    1408 |       96 |      0 |    73 |    +3.6% |  -10.323 |     -235.9 |     35 | zero
     1690 |      15 |    1415 |       99 |      0 |    73 |    +3.7% |  -10.323 |     -236.0 |     35 | zero
     1700 |      15 |    1425 |       99 |      0 |    73 |    +3.7% |  -10.323 |     -235.6 |     35 | zero
     1710 |      15 |    1434 |      100 |      0 |    73 |    +3.8% |  -10.323 |     -235.4 |     35 | zero
     1718 |      15 |    1402 |       90 |      0 |    72 |    +3.5% |  -10.323 |     -235.4 |     35 | zero
     1720 |      15 |    1403 |       90 |      0 |    72 |    +3.5% |  -10.323 |     -235.3 |     35 | zero
     1730 |      15 |    1413 |       90 |      0 |    72 |    +3.6% |  -10.323 |     -234.8 |     35 | zero
     1740 |      15 |    1417 |       93 |      0 |    75 |    +3.7% |  -10.323 |     -235.5 |     35 | zero
     1750 |      15 |    1422 |       99 |      0 |    75 |    +3.8% |  -10.323 |     -236.1 |     35 | zero
     1760 |      15 |    1429 |      102 |      0 |    75 |    +3.9% |  -10.323 |     -235.9 |     35 | zero
     1770 |      15 |    1438 |      103 |      0 |    75 |    +4.0% |  -10.323 |     -235.6 |     35 | zero
     1780 |      15 |    1445 |      106 |      0 |    75 |    +4.1% |  -10.323 |     -235.5 |     35 | zero
     1781 |      15 |    1414 |       90 |      0 |    72 |    +3.6% |  -10.323 |     -234.9 |     35 | zero
     1790 |      15 |    1422 |       90 |      0 |    72 |    +3.6% |  -10.323 |     -234.4 |     35 | zero
     1800 |      15 |    1427 |       94 |      0 |    73 |    +3.7% |  -10.323 |     -235.4 |     35 | zero
     1810 |      15 |    1433 |       99 |      0 |    73 |    +3.8% |  -10.323 |     -235.7 |     35 | zero
     1820 |      15 |    1440 |      102 |      0 |    73 |    +4.0% |  -10.323 |     -235.6 |     35 | zero
     1830 |      15 |    1449 |      103 |      0 |    73 |    +4.0% |  -10.323 |     -235.2 |     35 | zero
     1840 |      15 |    1456 |      106 |      0 |    73 |    +4.2% |  -10.323 |     -235.0 |     35 | zero
     1841 |      15 |    1423 |       90 |      0 |    72 |    +3.6% |  -10.323 |     -234.4 |     35 | zero
     1850 |      15 |    1431 |       90 |      0 |    72 |    +3.6% |  -10.323 |     -233.7 |     35 | zero
     1860 |      15 |    1441 |       90 |      0 |    72 |    +3.6% |  -10.322 |     -233.2 |     35 | zero
     1870 |      15 |    1447 |       92 |      0 |    74 |    +3.7% |  -10.327 |     -233.1 |     35 | zero
     1880 |      15 |    1454 |       94 |      0 |    75 |    +3.8% |  -10.327 |     -232.3 |     35 | zero
     1890 |      15 |    1459 |       97 |      0 |    77 |    +3.9% |  -10.327 |     -232.2 |     35 | zero
     1900 |      15 |    1467 |       98 |      0 |    78 |    +4.0% |  -10.327 |     -232.1 |     35 | zero
     1906 |      15 |    1437 |       90 |      0 |    72 |    +3.6% |  -10.314 |     -233.3 |     35 | zero
     1910 |      15 |    1440 |       90 |      0 |    72 |    +3.6% |  -10.314 |     -233.0 |     35 | zero
     1920 |      15 |    1448 |       92 |      0 |    72 |    +3.7% |  -10.314 |     -232.8 |     35 | zero
     1930 |      15 |    1454 |       96 |      0 |    73 |    +3.8% |  -10.314 |     -233.0 |     35 | zero
     1940 |      15 |    1461 |       99 |      0 |    73 |    +3.9% |  -10.314 |     -232.8 |     35 | zero
     1950 |      15 |    1470 |      100 |      0 |    73 |    +4.0% |  -10.314 |     -232.5 |     35 | zero
     1960 |      15 |    1475 |      104 |      0 |    74 |    +4.1% |  -10.314 |     -233.0 |     35 | zero
     1970 |      15 |    1482 |      107 |      0 |    74 |    +4.2% |  -10.314 |     -233.0 |     35 | zero
     1974 |      15 |    1451 |       92 |      0 |    73 |    +3.7% |  -10.314 |     -232.8 |     35 | zero
     1980 |      15 |    1456 |       92 |      0 |    73 |    +3.7% |  -10.314 |     -232.4 |     35 | zero
     1990 |      15 |    1463 |       93 |      0 |    75 |    +3.7% |  -10.314 |     -232.3 |     35 | zero
     2000 |      15 |    1470 |       96 |      0 |    76 |    +3.9% |  -10.314 |     -232.4 |     35 | zero
     2000 |      15 |    1466 |       93 |      0 |    76 |    +3.8% |  -10.314 |     -232.3 |     35 | zero
     2010 |      15 |    1475 |       93 |      0 |    76 |    +3.8% |  -10.314 |     -231.7 |     35 | zero
     2020 |      15 |    1482 |       95 |      0 |    77 |    +3.9% |  -10.322 |     -231.7 |     35 | zero
     2030 |      15 |    1487 |       99 |      0 |    78 |    +4.0% |  -10.322 |     -232.3 |     35 | zero
     2040 |      15 |    1493 |      104 |      0 |    78 |    +4.2% |  -10.322 |     -232.0 |     35 | zero
     2050 |      15 |    1502 |      105 |      0 |    78 |    +4.2% |  -10.322 |     -231.7 |     35 | zero
     2060 |      15 |    1509 |      108 |      0 |    78 |    +4.3% |  -10.322 |     -231.7 |     35 | zero
     2062 |      15 |    1476 |       94 |      0 |    76 |    +3.8% |  -10.314 |     -231.7 |     35 | zero
     2070 |      15 |    1483 |       94 |      0 |    76 |    +3.8% |  -10.314 |     -231.2 |     35 | zero
     2080 |      15 |    1490 |       96 |      0 |    77 |    +3.9% |  -10.314 |     -231.5 |     35 | zero
     2090 |      15 |    1494 |      101 |      0 |    78 |    +4.1% |  -10.314 |     -232.5 |     35 | zero
     2100 |      15 |    1501 |      105 |      0 |    78 |    +4.2% |  -10.314 |     -233.0 |     35 | zero
     2100 |      15 |    1486 |       94 |      0 |    77 |    +3.9% |  -10.314 |     -231.1 |     35 | zero
    2100* |      15 |    1486 |       94 |      0 |    77 |    +3.9% |  -10.314 |     -231.1 |     35 | zero
    2110* |      15 |    1495 |       94 |      0 |    77 |    +3.9% |  -10.168 |     -230.2 |     35 | zero
    2110* |      15 |    1496 |       94 |      0 |    77 |    +3.9% |  -10.166 |     -230.0 |     35 | zero
    2111* |      15 |    1496 |       94 |      0 |    77 |    +3.9% |  -10.166 |     -230.0 |     35 | zero
    2113* |      15 |    1497 |       94 |      0 |    77 |    +3.9% |  -10.166 |     -229.9 |     35 | zero
    2115* |      15 |    1498 |       94 |      0 |    77 |    +3.9% |  -10.166 |     -229.9 |     35 | zero
    2117* |      15 |    1499 |       94 |      0 |    77 |    +3.9% |  -10.166 |     -229.9 |     35 | zero
    2119* |      15 |    1500 |       94 |      0 |    77 |    +3.9% |  -10.166 |     -229.7 |     35 | zero
    2120* |      15 |    1500 |       94 |      0 |    77 |    +3.9% |  -10.166 |     -229.7 |     35 | zero
    2123* |      15 |    1503 |       94 |      0 |    77 |    +4.0% |  -10.166 |     -229.7 |     35 | zero
    2124* |      15 |    1503 |       94 |      0 |    77 |    +4.0% |  -10.166 |     -229.7 |     35 | zero
    2125* |      15 |    1503 |       94 |      0 |    77 |    +4.0% |  -10.166 |     -229.7 |     35 | zero
    2127* |      15 |    1504 |       94 |      0 |    77 |    +4.0% |  -10.166 |     -229.5 |     35 | zero
    2128* |      15 |    1504 |       94 |      0 |    77 |    +4.0% |  -10.166 |     -229.5 |     35 | zero
    2130* |      15 |    1505 |       94 |      0 |    77 |    +4.0% |  -10.166 |     -229.3 |     35 | zero
    2130* |      15 |    1505 |       94 |      0 |    77 |    +4.0% |  -10.166 |     -229.3 |     35 | zero
    2131* |      15 |    1505 |       94 |      0 |    77 |    +4.0% |  -10.166 |     -229.3 |     35 | zero
    2136* |      15 |    1509 |       94 |      0 |    77 |    +4.0% |  -10.166 |     -228.8 |     35 | zero
    2140* |      15 |    1512 |       94 |      0 |    77 |    +4.0% |  -10.166 |     -228.6 |     35 | zero
    2141* |      15 |    1513 |       94 |      0 |    77 |    +4.0% |  -10.166 |     -228.4 |     35 | zero
    2143* |      15 |    1514 |       94 |      0 |    77 |    +4.0% |  -10.166 |     -228.2 |     35 | zero
    2145* |      15 |    1515 |       94 |      0 |    77 |    +4.0% |  -10.166 |     -228.0 |     35 | zero
    2150* |      15 |    1519 |       94 |      0 |    77 |    +4.0% |  -10.166 |     -227.6 |     35 | zero
    2153* |      15 |    1522 |       94 |      0 |    77 |    +4.0% |  -10.166 |     -227.5 |     35 | zero
    2156* |      15 |    1524 |       94 |      0 |    77 |    +4.0% |  -10.166 |     -227.2 |     35 | zero
    2160* |      15 |    1527 |       94 |      0 |    77 |    +4.0% |  -10.165 |     -227.0 |     35 | zero
    2160* |      15 |    1527 |       94 |      0 |    77 |    +4.0% |  -10.165 |     -227.0 |     35 | zero
    2165* |      15 |    1531 |       94 |      0 |    77 |    +4.0% |  -10.165 |     -226.5 |     35 | zero
    2170* |      15 |    1535 |       94 |      0 |    77 |    +4.0% |  -10.165 |     -226.1 |     35 | zero
    2170* |      15 |    1535 |       94 |      0 |    77 |    +4.0% |  -10.165 |     -226.1 |     35 | zero
    2172* |      15 |    1536 |       94 |      0 |    77 |    +4.0% |  -10.165 |     -225.9 |     35 | zero
    2177* |      15 |    1540 |       94 |      0 |    77 |    +4.0% |  -10.165 |     -225.5 |     35 | zero
    2179* |      15 |    1541 |       94 |      0 |    77 |    +4.0% |  -10.165 |     -225.3 |     35 | zero
    2180* |      15 |    1541 |       94 |      0 |    77 |    +4.0% |  -10.165 |     -225.3 |     35 | zero
    2184* |      15 |    1545 |       94 |      0 |    77 |    +4.0% |  -10.165 |     -224.9 |     35 | zero
    2189* |      15 |    1549 |       94 |      0 |    77 |    +4.0% |  -10.165 |     -224.4 |     35 | zero
    2190* |      15 |    1549 |       94 |      0 |    77 |    +4.0% |  -10.165 |     -224.4 |     35 | zero
    2194* |      15 |    1553 |       94 |      0 |    77 |    +3.9% |  -10.165 |     -224.0 |     35 | zero
    2200* |      15 |    1558 |       94 |      0 |    77 |    +3.9% |  -10.165 |     -222.4 |     35 | zero
    2205* |      15 |    1562 |       94 |      0 |    77 |    +3.9% |  -10.165 |     -222.0 |     35 | zero
    2207* |      15 |    1563 |       94 |      0 |    77 |    +3.9% |  -10.165 |     -221.9 |     35 | zero
    2210* |      15 |    1565 |       94 |      0 |    77 |    +3.9% |  -10.165 |     -221.9 |     35 | zero
    2213* |      15 |    1567 |       94 |      0 |    78 |    +3.9% |  -10.165 |     -221.5 |     35 | zero
    2218* |      15 |    1571 |       94 |      0 |    78 |    +3.9% |  -10.165 |     -221.1 |     35 | zero
    2219* |      15 |    1571 |       94 |      0 |    78 |    +3.9% |  -10.165 |     -221.1 |     35 | zero
    2220* |      15 |    1571 |       94 |      0 |    78 |    +3.9% |  -10.165 |     -221.1 |     35 | zero
    2220* |      15 |    1571 |       94 |      0 |    78 |    +3.9% |  -10.165 |     -221.1 |     35 | zero
    final |      15 |    1571 |       94 |      0 |    78 |    +3.9% |  -10.165 |     -221.1 |     35 | zero
--------------------------------------------------------------------------------------------------------------
[INFO RSZ-0059] Removed 15 buffers.
[INFO RSZ-0040] Inserted 94 buffers.
[INFO RSZ-0051] Resized 1571 instances: 1571 up, 0 up match, 0 down, 0 VT
[INFO RSZ-0043] Swapped pins on 78 instances.
[WARNING RSZ-0062] Unable to repair all setup violations.
+ repair_timing -verbose -hold -setup_margin 0.05000000000000000277555756156289135105907917022705078125 -hold_margin 0.1000000000000000055511151231257827021181583404541015625 -max_buffer_percent 50
[INFO RSZ-0033] No hold violations found.
+ detailed_placement -max_displacement  500 100 
Placement Analysis
---------------------------------
total displacement       1702.9 u
average displacement        0.3 u
max displacement           15.6 u
original HPWL          141948.2 u
legalized HPWL         146356.3 u
delta HPWL                    3 %

[INFO DPL-0020] Mirrored 1771 instances
[INFO DPL-0021] HPWL before          146356.3 u
[INFO DPL-0022] HPWL after           142985.7 u
[INFO DPL-0023] HPWL delta               -2.3 %
Setting global connections for newly added cells…
[INFO] Setting global connections...
[INFO ODB-0403] 376 connections made, 0 conflicts skipped.
Updating metrics…
Cell type report:                       Count       Area
  Fill cell                               202     758.23
  Tap cell                               1081    1352.55
  Timing Repair Buffer                    752    6359.85
  Inverter                                 73     274.01
  Multi-Input combinational cell         3445   35418.97
  Total                                  5553   44163.61
Writing OpenROAD database to '/foss/designs/alu32_openlane/runs/RUN_2026-05-28_05-26-24/37-openroad-resizertimingpostcts/alu32.odb'…
Writing netlist to '/foss/designs/alu32_openlane/runs/RUN_2026-05-28_05-26-24/37-openroad-resizertimingpostcts/alu32.nl.v'…
Writing powered netlist to '/foss/designs/alu32_openlane/runs/RUN_2026-05-28_05-26-24/37-openroad-resizertimingpostcts/alu32.pnl.v'…
Writing layout to '/foss/designs/alu32_openlane/runs/RUN_2026-05-28_05-26-24/37-openroad-resizertimingpostcts/alu32.def'…
Writing timing constraints to '/foss/designs/alu32_openlane/runs/RUN_2026-05-28_05-26-24/37-openroad-resizertimingpostcts/alu32.sdc'…
